GTIN,MRID
04019338606408,730103-0122-6401-01-04
07630035400181,310201-0122-0601-01-18
07630035400280,310201-0130-6003-01-05
07630035400150,740302-0130-5406-01-11
96600000007568,740302-0130-5601-01-11
07640128543701,400302-0122-2801-01-04
05415062002018,400302-0222-0601-01-02
05415062001851,400302-0222-5402-01-01
05415062002025,400302-0322-0601-01-02
05415062002056,400302-0422-2801-01-04
05415062002858,400302-0130-2714-01-01
06285108000129,230401-0122-6410-01-04
03614250000023,230401-0222-6410-01-04
06281080015755,230402-0122-6410-01-04
06285128012959,230402-0122-6410-02-04
06291100081868,780502-0130-6201-01-05
06281086705070,780502-0330-6201-01-05
06285147001118,780502-0130-6201-02-05
09501100940018,780503-0130-6201-01-05
06291100082285,780504-0130-6201-01-05
06285085000341,780504-0130-6201-02-05
96600000007302,780504-0122-6201-01-05
06281086705087,780505-0130-6201-01-05
06291100082278,780508-0130-6201-01-05
06291100080274,780508-0130-6201-02-05
06285085000167,780507-0130-6201-01-05
96677000001114,530305-0199-2715-01-17
06285096002792,530203-0134-2715-01-19
06285080000186,530203-0134-2713-01-19
06285112000122,530302-0199-2713-01-19
03664798014143,530303-0199-2715-01-19
03664798013986,530303-0199-2715-01-19
06285080000469,530303-0199-2715-01-17
06285097001794,530303-0299-2707-01-17
03664798014136,530304-0134-2707-01-17
06251159026272,140105-0122-6410-01-04
06430043821869,190701-0230-0801-01-01
06285101003042,190701-0130-5401-01-19
06285101003059,190701-0130-5401-01-19
96611223366978,541602-0130-5402-01-19
96600000000071,541602-0130-5402-01-19
05015997807810,541602-0230-2713-01-19
05015997105299,541602-0230-2713-01-19
06286023000034,541602-0130-2713-01-19
06286023000041,541602-0130-2713-01-19
05055565700389,541602-0130-2713-02-19
05055565754382,541602-0130-2713-02-19
05055565754399,541602-0130-2713-02-19
96600000001873,541602-0230-2713-02-19
96600000001813,541602-0230-2713-02-19
06286219001012,541602-0130-2714-01-19
06286219001005,541602-0130-2714-01-19
06285088002373,541602-0130-2714-02-19
96677000000410,541602-0130-2714-02-19
96677000000411,541602-0130-2714-02-19
06251151000331,060201-0130-5406-01-11
06281080002649,060201-0101-5406-01-05
06285128013185,060202-0122-6410-01-04
06285128013178,060202-0222-6410-01-05
06285096003652,510601-0122-6410-01-11
06285096003775,510205-0122-6410-01-05
06281147005750,030201-0101-6001-01-05
06285128012812,030201-0130-6001-01-05
06285128001090,030201-0122-6401-01-04
06291100085880,030201-0122-6410-01-04
05413868100310,030201-0101-6201-01-05
96600000003393,030201-0122-5901-01-04
05413868100327,030201-0122-6410-02-04
96600000003195,030201-0222-5901-01-04
06285105000894,030201-0122-6410-03-04
06295143000930,030201-0122-6410-04-04
06285147802111,030201-0101-6001-03-05
06285147003433,030201-0122-6410-05-04
96611223366119,690601-0122-6410-01-04
96611223366212,690601-0122-6410-01-04
06285147009077,690601-0122-6410-02-04
06285147009039,690601-0222-6410-01-04
96600000002165,690601-0122-6410-03-04
06286219000985,690601-0122-6416-01-04
06286219000992,690601-0222-6416-01-04
06285101002830,190703-0130-2714-01-01
05015997829157,190703-0130-2701-01-19
96600000000861,190703-0130-5402-02-19
00366582501183,800104-0101-5406-01-11
06285128004718,800104-0101-5406-02-11
06281080006593,800104-0101-5406-03-11
96600000008159,690207-0122-0401-01-04
96600000005515,690207-0222-6401-01-04
05415062001653,200401-0122-6401-01-04
96600000000675,200401-0222-6401-01-04
05415062001660,200401-0322-6409-01-04
05415062004395,200401-0322-6409-02-04
06285104000048,200401-0322-6401-01-04
99660004538119,542402-0130-2713-01-19
99660003538119,542402-0130-2713-01-19
07613421035143,542402-0130-2714-01-19
07613421035204,542402-0130-2714-01-19
07613421035211,542402-0130-2714-01-19
05055565757741,542402-0130-2714-01-19
05055565757444,542402-0130-2714-01-19
00771313143691,481601-0122-0401-01-04
96600000008015,481601-0122-0401-02-04
06281080003523,481601-0122-0401-03-04
06251107058034,481601-0122-0401-04-04
96600000002249,481601-0130-6201-01-05
96600000002305,481601-0122-6401-01-04
06291100085408,481601-0122-0401-05-04
06285147007806,481601-0122-0401-06-04
05415062002421,481601-0122-6401-02-04
06285101002755,681001-0130-2713-01-01
06285447000415,410602-0122-6410-01-04
00300020002559,100501-0122-2713-01-17
00300020003556,100501-0222-2713-01-17
06281086650011,690104-0122-0405-01-04
06285101003608,690104-0222-0405-01-11
06285101003615,690104-0122-0405-02-11
06286434000050,690104-0222-0405-02-04
06286434000043,690104-0122-0405-03-04
06285147010165,690104-0222-0405-03-04
06285147010202,690104-0122-0405-04-04
03664798039917,380302-0230-2713-01-17
03664798039108,380302-0130-2713-01-17
05000456054836,540709-0130-5401-01-19
05000456054843,540709-0130-5401-01-19
06285097001688,420501-0122-0401-01-04
06286219000930,420501-0122-0401-02-04
06285101005343,420501-0122-0401-03-04
08002660016263,410702-0122-6410-01-04
06251600002602,280203-0122-2801-01-04
05413868100198,280203-0222-2801-01-04
05413868100204,280203-0122-2801-02-04
06281086000366,280203-0101-0901-01-18
05413868100372,390301-0101-0901-01-18
06285094000967,140302-0122-6410-01-04
06285094000950,140302-0222-6410-01-04
06285094000943,140302-0322-6410-01-04
00366582505174,510503-0122-6410-01-04
99690512211417,650501-0122-6410-01-04
99690512211419,650501-0122-6410-01-04
05415062007877,650501-0222-6410-01-04
96600000007119,650501-0222-6410-01-04
00840149663175,650501-0122-6410-02-04
00840149663168,650501-0122-6410-02-04
05000283659945,130301-0122-0401-01-04
00319810901156,540710-0122-2710-01-19
00300032291118,540710-0122-2710-01-19
00319810901163,540710-0222-2710-01-19
00300034522111,540710-0222-2710-01-19
07612797332146,150401-0122-6410-01-04
07612797332238,150401-0222-6410-01-04
96600000009260,070802-0122-6410-01-04
96600000009259,070802-0222-6410-01-04
07613326033022,150402-0130-2713-01-19
07613326033046,150402-0230-2713-01-19
07613326033015,150402-0230-2713-01-19
07613326033039,150402-0230-2713-01-19
06285079001699,100303-0122-6410-01-04
06285079001682,100303-0222-6410-01-04
99661176818000,100402-0122-6410-01-04
99661186818000,100402-0222-6410-01-04
06285147000807,510217-0122-6410-01-05
05391507142337,510213-0122-6410-01-05
05391507141897,510213-0222-6410-01-05
96677000006601,510217-0122-6401-01-11
05391507145048,510214-0122-6410-01-05
96677000006602,510218-0122-6410-01-11
05391507143563,510215-0122-6410-01-05
06281086001660,260402-0222-6401-02-04
05290665002357,260402-0322-6401-01-04
96600000007346,260402-0122-6401-03-04
96600000007042,260402-0222-6401-04-04
96600000003912,260402-0322-6401-02-04
96600000006814,260402-0322-6401-02-04
00366582500841,260402-0122-6401-04-04
00366582500803,260402-0222-6401-05-04
00366582500827,260402-0322-6401-03-04
96600000006710,260402-0322-6401-03-04
00366582500148,260501-0122-6401-01-04
06285088000249,140502-0130-2713-01-17
06285088000256,140502-0130-2713-01-17
06285088000263,140502-0130-2713-01-17
06285088000270,140502-0130-2713-01-17
06281086704233,140502-0109-2713-01-17
06281086704240,140502-0209-2713-01-17
06281086704257,140502-0309-2713-01-17
06281086704264,140502-0409-2713-01-17
96677000000372,140502-0130-2713-02-17
96677000000373,140502-0130-2713-02-17
96677000000374,140502-0130-2713-02-17
96677000000375,140502-0130-2713-02-17
08720211491092,140502-0130-2713-03-17
08720211491108,140502-0130-2713-03-17
08720211491115,140502-0130-2713-03-17
08720211491122,140502-0130-2713-03-17
08720211491139,140502-0130-2713-03-17
08720211491146,140502-0230-2713-01-17
08720211491153,140502-0230-2713-01-17
96600000002327,510106-0122-6401-01-05
99662704221994,510106-0122-6410-01-04
99662704221993,510106-0222-6410-01-04
06285145000335,510106-0122-6410-02-04
06285145000342,510106-0222-6410-02-04
26285157000730,510106-0122-6410-03-04
26285157000747,510106-0222-6410-03-04
06285147010561,510106-0122-6410-04-11
06285147010608,510106-0222-6410-04-11
06281086293232,510106-0122-6410-05-04
06281086013243,510106-0222-6410-05-04
06285101005114,510106-0122-6410-06-04
06285101005121,510106-0222-6410-06-04
96677000000314,510106-0122-6410-07-04
96677000000313,510106-0222-6410-07-04
07613326016377,541702-0222-0401-01-05
18901175051592,550303-0122-0401-01-04
08718692510371,550303-0122-0401-02-04
05014124170148,190705-0230-2713-01-01
05016007206173,800304-0101-5406-01-11
06288030002247,190706-0130-2713-01-01
03700567701644,190706-0230-2713-01-17
05026468663002,190706-0230-2713-01-17
96600000007932,190706-0130-2713-02-01
05014124170025,190706-0130-2713-03-01
05014124173248,190706-0230-2713-02-01
10304094921348,190706-0230-2713-03-17
08437013839471,190706-0130-2713-06-17
08437013839457,190706-0130-2713-06-17
05055565757451,542403-0130-2713-01-19
06285101001659,542403-0130-2713-01-19
06285101001642,542403-0130-2713-01-19
06285101001635,542403-0130-2713-01-19
05055565757468,542403-0130-2714-01-19
07613421035303,542403-0130-2714-02-19
07613421035297,542403-0130-2714-02-19
07613421035150,542403-0130-2714-02-19
99660001538119,542403-0130-2713-02-19
99660002538119,542403-0130-2713-02-19
99660000000017,210501-0122-6410-01-04
18904159621729,210501-0222-6410-01-04
06291107933511,160202-0109-2713-01-17
09002260026838,160202-0209-2713-01-17
09002260026821,160202-0309-2713-01-17
96600000008378,160202-0409-2713-01-17
96600000008289,160202-0509-2713-01-17
09002260026852,160202-0609-2713-01-17
05413868100105,160202-0109-2713-02-17
05413868100112,160202-0209-2713-02-17
05413868100143,160202-0309-2713-02-17
05413868100129,160202-0309-2713-02-17
05413868100136,160202-0409-2713-02-17
96600000004256,160202-0309-2713-03-19
07613326016735,160203-0141-2713-01-19
06281086002612,160203-0241-2713-01-19
07613326016759,160203-0341-2713-01-19
06281086002636,160203-0441-2713-01-19
06281086002643,160203-0541-2713-01-19
06281086001448,160203-0109-2713-01-19
07613326003735,160203-0209-2713-01-17
96600000003712,160203-0209-2713-01-19
07613326039369,160203-0309-2713-01-17
07613326003742,160203-0409-2713-01-17
06281086001462,160203-0509-2713-01-19
96600000003595,160203-0509-2713-01-19
96600000002845,160203-0509-2713-01-17
06281086002261,160203-0609-2713-01-17
07640128012900,160203-0709-2713-01-17
06281086002285,160203-0809-2713-01-17
06281086002292,160203-0909-2713-01-17
08002660016287,260103-0122-6410-01-04
08002660016270,260203-0122-6410-01-04
96600000010399,260209-0122-6401-01-04
00359676030560,542501-0122-6410-01-05
96677000000394,542501-0122-6410-01-05
05413868117370,542501-0222-6410-01-05
05413868117394,542501-0322-6410-01-05
07612797524473,650601-0122-2713-01-17
05036519002766,540412-0130-2713-01-19
06286023000232,540303-0122-6410-01-04
06286023000249,540303-0222-6410-01-04
99650111121128,540303-0122-6410-02-04
99650111121299,540303-0222-6410-02-04
06251065045466,540303-0122-6410-03-04
06251065054185,540303-0222-6410-03-04
07613326004015,540303-0222-6410-04-04
06286219000855,540303-0322-6410-01-04
06286219000862,540303-0122-6410-04-04
00366582509127,100304-0122-6410-01-04
00366582509110,100304-0222-6410-01-04
00366582510079,100403-0122-6410-01-04
00366582510062,100403-0222-6410-01-04
06291100083572,480303-0130-2305-01-05
06291100085392,480303-0122-6401-01-04
96600000005635,480303-0122-0401-01-04
06251107018021,480303-0122-6404-01-04
06251107019028,480303-0222-6410-01-04
06285105001341,480303-0130-6001-01-05
06285105001365,480303-0130-6001-01-05
06285105001372,480303-0122-6401-02-04
06251065014172,480303-0130-6001-02-05
04030041001816,230501-0122-6404-01-04
05702157151608,690502-0122-6410-01-04
05702150152404,690502-0122-6410-01-04
05702150151216,690502-0222-6410-01-04
06288030000182,690502-0322-6410-01-04
06288030000175,690502-0122-6410-02-04
06288030000168,690502-0222-6410-02-04
06285145001073,690502-0122-6410-03-04
06285147006656,690502-0122-6410-04-04
06285147007837,690502-0222-6410-03-04
06281086002698,690502-0322-6410-02-04
06281086072677,690502-0122-6410-05-04
06281086012680,690502-0222-6410-04-04
06285095009815,690502-0122-6410-06-04
06285095009822,690502-0222-6410-05-04
08430469160861,690502-0122-6410-07-04
96600000009206,690502-0422-6410-01-04
08430469160878,690502-0222-6410-06-04
06285312000038,690502-0122-6410-08-04
06285312000137,690502-0222-6410-07-04
06251870095113,690502-0122-6410-09-04
06251870095106,690502-0222-6410-08-04
00771313230858,690502-0122-6401-99-04
00771313230865,690502-0222-6401-99-04
06285145001066,690502-0222-6410-99-04
06251599000924,690502-0122-6410-11-04
06251599000894,690502-0222-6410-11-04
05413868117509,640401-0122-5601-01-11
96677000000724,640401-0122-5601-01-11
96677000000725,640401-0122-5601-01-11
05413760317564,240103-0130-2713-02-03
06285101001956,240103-0130-2713-03-19
03838989700089,020402-0122-0402-01-04
03838989700096,020402-0222-0402-01-04
06281080015489,020402-0122-0405-01-04
06281080015472,020402-0122-0405-01-04
06281080015465,020402-0222-0405-01-04
06281080014857,020402-0222-0405-01-04
03838957026920,020402-0122-6404-01-11
03838957026944,020402-0122-6404-01-11
03838957026951,020402-0222-6404-01-11
03838957026968,020402-0222-6404-01-11
96677000000523,020402-0122-0407-01-05
96677000000524,020402-0122-0407-01-05
96677000000525,020402-0122-0407-01-05
96677000000520,020402-0222-0407-01-05
96677000000521,020402-0222-0407-01-05
96677000000522,020402-0222-0407-01-05
06286434000012,020402-0222-2710-01-19
06286434000159,020402-0222-2710-01-19
00771313248754,020402-0122-6404-02-04
00771313241731,020402-0122-6404-02-04
00771313241748,020402-0222-6404-02-04
06281086005217,020402-0122-6406-01-04
06281086005224,020402-0122-6406-01-04
06281086005323,020402-0222-6406-01-04
06281086005231,020402-0222-6406-01-04
05000456011853,020402-0122-6404-03-04
05000456007337,020402-0122-6404-03-04
05000456007580,020402-0222-2706-01-19
05000456011877,020402-0222-6404-03-04
05000456007368,020402-0222-6404-03-04
06285147800537,020402-0222-2710-02-19
06286219000404,020402-0222-4803-01-19
06285074000703,410801-0122-6404-01-04
06285074000406,410901-0122-6410-01-04
08002660016386,410902-0122-6410-01-04
08002660016393,410902-0222-6410-01-04
06281086004005,681101-0122-6410-01-04
06281086003992,681101-0222-6410-01-04
06281086003985,681101-0322-6410-01-04
07640107471131,150403-0130-2713-01-01
07640107471124,150403-0122-6401-01-04
05415062004494,570203-0122-2713-01-17
08715131021177,470202-0122-2713-01-19
08715131020590,470202-0222-2713-01-19
08715131021160,470202-0322-2713-01-19
06285312000335,410905-0122-6410-01-04
06285074000420,410802-0122-6404-01-04
06285447000101,410906-0141-6410-01-04
06091403220281,410906-0122-6401-01-04
00366582500513,410906-0141-6401-01-04
05997001357767,410906-0141-6410-02-04
96677000000207,410907-0122-6410-01-04
06285312000311,410907-0122-6410-02-04
06285074000567,410907-0122-6410-03-04
96600000020481,410907-0122-6401-01-04
06285074001076,410908-0122-6410-01-04
96600000005012,410915-0122-6410-01-04
00366582508427,411101-0128-6301-01-07
06285447000439,411101-0122-4901-01-03
06285074005203,410909-0141-6404-01-04
06285312000298,410909-0122-6410-01-04
06285447000293,410909-0141-6401-01-04
06285074001724,410910-0241-6401-01-04
05413868100150,410911-0122-4301-01-07
18901463155131,500401-0122-6410-01-04
00366582501411,410603-0122-2501-01-02
07613421035273,542601-0130-2714-01-19
07613421035280,542601-0130-2714-01-19
96600000005673,542601-0122-5401-01-01
00366582500056,580301-0122-6410-01-04
00366582500063,580301-0222-6410-01-04
00366582500049,580301-0322-6410-01-04
06286001000131,580301-0122-6410-02-04
06286001000148,580301-0222-6410-02-04
06286001000155,580301-0322-6410-02-04
06285147001064,580301-0122-6410-03-04
06285147001071,580301-0222-6410-03-04
06285147001057,580301-0322-6410-03-04
08430469185246,580301-0122-6410-04-04
08430469185253,580301-0222-6410-04-04
96600000009399,580301-0322-6410-04-04
96677000000138,580301-0122-6410-05-04
96677000000137,580301-0222-6410-05-04
96677000000136,580301-0322-6410-05-04
06286219000077,580301-0122-6410-06-04
06286219000060,580301-0222-6410-06-04
06286219000084,580301-0322-6410-06-04
96611223344612,580301-0222-6410-07-04
99661404221944,580301-0222-6410-07-04
96611223344613,580301-0322-6410-07-04
06281086002865,580301-0122-6410-07-04
06281086002872,580301-0222-6410-08-04
06281086002889,580301-0322-6410-08-04
06285094001018,580301-0122-6410-08-04
06285094001025,580301-0222-6410-09-04
06285094001032,580301-0322-6410-09-04
96600000011118,580301-0122-6410-09-04
96600000011117,580301-0222-6410-10-04
96600000011116,580301-0322-6410-10-04
06286434000081,580301-0122-6410-10-04
06286434000074,580301-0222-6410-11-04
06286434000067,580301-0322-6410-11-04
06251106802294,580301-0122-6410-11-04
06251106806445,580301-0122-6410-11-04
06251106802300,580301-0222-6410-12-04
06251106806421,580301-0222-6410-12-04
06251106802317,580301-0322-6410-12-04
06251106806438,580301-0322-6410-12-04
06286422000055,580301-0122-6410-12-04
06286422000079,580301-0222-6410-13-04
06286422000062,580301-0322-6410-13-04
06285128012881,580301-0122-6410-13-04
06285128012874,580301-0222-6410-14-04
06285128012898,580301-0322-6410-14-04
06285095009785,580301-0122-6410-14-04
06285095009792,580301-0222-6410-15-04
06285095009808,580301-0322-6410-15-04
05413868107203,510702-0122-6401-01-11
08715131012045,270103-0130-2713-01-17
